dest_ip,metadata_comment
23.108.32.0/19,AS393886 IPv4
148.135.148.0/24,AS393886 IPv4
152.163.100.0/22,AS393886 IPv4
23.19.96.0/21,AS393886 IPv4
2a12:ad00::/29,AS393886 IPv6
23.19.53.0/24,AS393886 IPv4
2a11:6cc0::/29,AS393886 IPv6
31.57.234.0/24,AS393886 IPv4
104.253.174.0/24,AS393886 IPv4
108.177.136.0/21,AS393886 IPv4
142.111.113.0/24,AS393886 IPv4
2a11:b840::/29,AS393886 IPv6
2a11:2ec0::/29,AS393886 IPv6
142.111.104.0/24,AS393886 IPv4
104.253.165.0/24,AS393886 IPv4
2a12:5e80::/29,AS393886 IPv6
23.82.136.0/21,AS393886 IPv4
23.19.52.0/24,AS393886 IPv4
152.163.120.0/22,AS393886 IPv4
152.163.12.0/22,AS393886 IPv4
2a11:49c0::/29,AS393886 IPv6
46.202.77.0/24,AS393886 IPv4
142.111.98.0/24,AS393886 IPv4
104.253.159.0/24,AS393886 IPv4
46.202.74.0/24,AS393886 IPv4
104.253.205.0/24,AS393886 IPv4
2a11:9a40::/29,AS393886 IPv6
104.253.179.0/24,AS393886 IPv4
2a12:6000::/29,AS393886 IPv6
2607:f5b6::/32,AS393886 IPv6
104.253.218.0/24,AS393886 IPv4
104.253.166.0/24,AS393886 IPv4
2a09:43c0::/29,AS393886 IPv6
45.87.241.0/24,AS393886 IPv4
104.253.247.0/24,AS393886 IPv4
2607:f5b5:3::/48,AS393886 IPv6
45.85.162.0/24,AS393886 IPv4
2607:f5b5:2::/48,AS393886 IPv6
45.85.161.0/24,AS393886 IPv4
148.135.151.0/24,AS393886 IPv4
23.27.237.0/24,AS393886 IPv4
142.111.94.0/24,AS393886 IPv4
152.163.0.0/22,AS393886 IPv4
152.163.112.0/22,AS393886 IPv4
23.19.112.0/21,AS393886 IPv4
46.202.63.0/24,AS393886 IPv4
173.208.125.0/24,AS393886 IPv4
45.85.163.0/24,AS393886 IPv4
2a12:7600::/29,AS393886 IPv6
142.111.126.0/24,AS393886 IPv4
152.163.164.0/22,AS393886 IPv4
